,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
11758,tt4382824,51,5765,Army of One,2016,92.0,"Adventure,Biography,Comedy"
14526,tt3679060,51,5750,Dishoom,2016,124.0,"Action,Adventure,Comedy"
43752,tt5577742,51,5156,Clinical,2017,104.0,"Horror,Thriller"
46515,tt3458510,51,5116,Dude,2018,97.0,"Comedy,Drama"
33460,tt4687358,51,4859,Beyond the Gates,2016,84.0,"Adventure,Horror"
15363,tt1389139,51,4729,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror"
56547,tt5461956,51,4640,The Clapper,2017,89.0,Comedy
65926,tt3612320,51,4591,Within,2016,88.0,"Horror,Thriller"
60741,tt1773753,51,4398,Mara,2018,98.0,"Crime,Horror,Thriller"
65817,tt3300572,51,4257,Stung,2015,87.0,"Action,Adventure,Comedy"
67089,tt3165630,51,4012,The Benefactor,2015,93.0,Drama
6463,tt4255110,51,3971,Contracted: Phase II,2015,78.0,"Drama,Horror,Thriller"
6498,tt4392454,51,3833,13 Cameras,2015,87.0,"Crime,Drama,Horror"
73363,tt3398252,51,3326,Samurai Cop 2: Deadly Vengeance,2015,94.0,"Action,Crime,Thriller"
29542,tt3038708,51,3069,Iron Sky: The Coming Race,2019,90.0,"Action,Adventure,Comedy"
13117,tt3465074,51,3061,88,2015,88.0,"Action,Thriller"
39957,tt3018070,51,3011,Stonewall,2015,129.0,"Drama,History"
58467,tt2638662,51,2980,Summer Camp,2015,81.0,Horror
34229,tt4610748,51,2970,Devil's Gate,2017,94.0,"Horror,Sci-Fi,Thriller"
33134,tt3627704,51,2950,Phantasm: Ravager,2016,85.0,"Action,Fantasy,Horror"
43581,tt4985848,51,2652,Pitchfork,2016,94.0,Horror
47883,tt5255524,51,2489,Traded,2016,98.0,"Action,Western"
63044,tt6469548,51,2203,The Head Hunter,2018,72.0,"Fantasy,Horror"
12006,tt5309954,51,2168,Sadako vs. Kayako,2016,98.0,Horror
55618,tt3482062,51,2102,Bad Roomies,2015,93.0,Comedy
57346,tt4086032,51,2089,Frankenstein,2015,89.0,"Horror,Sci-Fi,Thriller"
53977,tt3703148,51,2073,Christmas Eve,2015,95.0,Comedy
31791,tt6332764,51,2062,What the Waters Left Behind,2017,98.0,Horror
18065,tt5189770,51,1992,Happy Hunting,2017,91.0,"Horror,Western"
46665,tt3877296,51,1872,The Cokeville Miracle,2015,94.0,"Drama,Family,History"
31768,tt6215910,51,1848,Görümce,2016,109.0,"Comedy,Family,Romance"
73312,tt3244446,51,1751,Bleeding Heart,2015,80.0,Drama
48670,tt3810602,51,1735,B.O.K.: Bi O Kalmisti,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Fantasy"
5394,tt3315380,51,1584,Night of Something Strange,2016,94.0,"Comedy,Horror"
11698,tt4147210,51,1569,Even Lambs Have Teeth,2015,78.0,"Horror,Thriller"
14430,tt3457508,51,1518,Damascus Cover,2017,93.0,"Mystery,Thriller"
24330,tt4158594,51,1479,Boar,2017,96.0,Horror
55448,tt3059816,51,1439,The Wannabe,2015,90.0,"Crime,Drama,Mystery"
28334,tt4341532,51,1320,The Phoenix Incident,2015,81.0,"Mystery,Sci-Fi,Thriller"
61848,tt7441032,51,1307,Like.Share.Follow.,2017,97.0,"Horror,Thriller"
21345,tt1861445,51,1214,An Act of War,2015,99.0,"Crime,Drama,Thriller"
59819,tt4291700,51,1205,Prey,2016,107.0,"Comedy,Horror,Thriller"
46999,tt5108168,51,1180,Isle of the Dead,2016,90.0,"Action,Horror"
60206,tt5658296,51,1113,Sperm Whale: Roya's Selection,2017,86.0,"Comedy,Drama,Music"
53210,tt5112054,51,1112,Kappen!,2016,100.0,"Drama,Romance"
69415,tt4289062,51,1084,Bloodrunners,2017,95.0,"Action,Crime,Horror"
5371,tt3266948,51,1046,Any Day,2015,100.0,"Drama,Romance,Thriller"
43220,tt3771510,51,1042,Demon Tongue,2016,85.0,Horror
70912,tt3431016,51,906,The Messenger,2015,101.0,"Drama,Mystery,Thriller"
72292,tt5748648,51,895,The Bachelor,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Romance"
437,tt7158686,51,873,You Shall Not Sleep,2018,106.0,"Horror,Mystery,Thriller"
71957,tt4460854,51,865,Chronically Metropolitan,2016,90.0,"Comedy,Drama"
10361,tt5975354,51,847,Baby Bump(S),2017,94.0,"Comedy,Drama"
48599,tt3619710,51,839,Bhaag Johnny,2015,118.0,"Action,Fantasy,Thriller"
32123,tt1680140,51,777,The Stolen,2017,98.0,"Action,Adventure,Drama"
64036,tt4333210,51,773,The Outfield,2015,90.0,"Comedy,Drama"
61732,tt6772946,51,772,Deathday,2018,84.0,"Fantasy,Horror,Mystery"
23966,tt5861630,51,754,Minutes Past Midnight,2016,98.0,"Horror,Thriller"
5283,tt3027716,51,741,Crossing Point,2016,92.0,"Action,Thriller"
67969,tt3620846,51,731,Happy Birthday,2016,90.0,"Comedy,Horror,Thriller"
46889,tt4694404,51,704,Vai que Cola: O Filme,2015,105.0,Comedy
47800,tt4959548,51,702,The Reunion 3,2016,97.0,Comedy
53619,tt1024855,51,697,Gunned Down,2017,95.0,"Action,Thriller"
47036,tt5213870,51,689,Pray for Rain,2017,92.0,"Drama,Mystery,Thriller"
48622,tt3685586,51,687,The Midnight Man,2016,105.0,"Comedy,Crime,Thriller"
59958,tt4746102,51,687,The Scent of Rain & Lightning,2017,100.0,"Drama,Mystery,Western"
10226,tt5503472,51,681,Gone Are the Days,2018,99.0,Western
65774,tt3194388,51,678,Six Hot Chicks in a Warehouse,2017,93.0,"Action,Comedy,Horror"
64226,tt4959440,51,673,Apocalypse Rising,2018,83.0,"Comedy,Fantasy,Horror"
38936,tt6566830,51,640,Most Likely to Murder,2018,90.0,Comedy
17690,tt3809276,51,626,Lost in Florence,2017,97.0,"Adventure,Drama,Romance"
59988,tt4827878,51,615,The Rendezvous,2016,92.0,"Action,Adventure"
50033,tt3014078,51,613,Shangri-La Suite,2016,90.0,"Action,Crime,Drama"
20910,tt3700456,51,609,Blinky Bill the Movie,2015,93.0,"Adventure,Animation,Family"
47599,tt4246818,51,607,Popoz,2015,86.0,"Action,Comedy"
43904,tt6146590,51,606,F.R.E.D.I.,2018,89.0,"Adventure,Family,Sci-Fi"
8301,tt5258074,51,602,Crossbreed,2019,86.0,"Action,Sci-Fi,Thriller"
11271,tt2973854,51,601,Disco Polo,2015,107.0,"Comedy,Music"
44081,tt7260818,51,590,Book of Monsters,2018,84.0,"Action,Comedy,Horror"
72716,tt2088832,51,589,The Adventures of Mickey Matson and the Copperhead Treasure,2016,94.0,"Family,Mystery,Thriller"
59803,tt4213764,51,588,Taj Mahal,2015,91.0,Thriller
31262,tt4273170,51,581,Caught,2015,82.0,"Crime,Drama,Mystery"
27042,tt5473706,51,578,How to Break Up with Your Douchebag,2017,100.0,Comedy
49382,tt6314690,51,574,The Jungle Bunch,2017,97.0,"Adventure,Animation,Comedy"
10070,tt4840554,51,571,The Ideal,2016,90.0,Drama
24502,tt4857062,51,547,Git Basimdan,2015,90.0,"Comedy,Fantasy,Romance"
34359,tt5051390,51,526,Ahwak,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Romance"
46485,tt3384180,51,523,The Man in 3B,2015,93.0,Mystery
60325,tt6096308,51,518,Still,2018,96.0,"Drama,Fantasy,Mystery"
18088,tt5266218,51,513,Bengal Tiger,2015,145.0,"Action,Comedy,Drama"
17093,tt6020164,51,502,Pedal the World,2015,80.0,Documentary
11691,tt4115932,51,500,Hollywood Adventures,2015,114.0,"Action,Adventure,Comedy"
58976,tt7282278,51,495,Long Lost,2018,94.0,"Drama,Mystery,Thriller"
31751,tt6158692,51,492,Who's Watching Oliver,2017,87.0,"Drama,Horror"
49084,tt5116504,51,491,True to the Game,2017,108.0,Drama
26535,tt3723788,51,484,Lady Psycho Killer,2015,82.0,"Comedy,Drama,Horror"
11926,tt5040202,51,471,Last Seen in Idaho,2018,109.0,"Action,Crime,Thriller"
9250,tt4206228,51,463,Prisoner X,2016,90.0,"Sci-Fi,Thriller"
43540,tt4836736,51,463,Nowhere Boys: The Book of Shadows,2016,80.0,"Drama,Fantasy,Sci-Fi"
64211,tt4909448,51,463,His Secret Family,2015,83.0,"Crime,Drama,Thriller"
10440,tt6260342,51,458,Selfie,2018,112.0,Thriller
56685,tt5998744,51,458,S Storm,2016,95.0,"Action,Crime"
15103,tt5666160,51,444,Les têtes de l'emploi,2016,90.0,Comedy
46240,tt2762662,51,434,Better Start Running,2018,92.0,"Action,Comedy"
22249,tt3832126,51,433,Crazy Famous,2017,78.0,"Action,Comedy"
13226,tt3735398,51,430,Carter High,2015,110.0,"Crime,Drama,Sport"
30897,tt3207376,51,429,Car Dogs,2016,104.0,"Comedy,Drama"
2667,tt2538204,51,425,#Lucky Number,2015,80.0,Comedy
13291,tt7126776,51,425,Stillwater,2018,92.0,"Mystery,Thriller"
39035,tt7149336,51,422,The Unicorn,2018,88.0,Comedy
17127,tt6137494,51,417,Girl Followed,2017,90.0,Thriller
24034,tt6096194,51,416,Different Flowers,2017,99.0,Comedy
24587,tt5154528,51,407,Cin Kuyusu,2015,79.0,Horror
52878,tt3913206,51,407,Our Women,2015,95.0,"Comedy,Drama"
53514,tt6328004,51,400,Secret Santa,2018,89.0,"Action,Comedy,Horror"
13364,tt7587984,51,394,The Knight of Shadows: Between Yin and Yang,2019,109.0,"Action,Fantasy,Romance"
5900,tt9227182,51,379,Bana Bir Soygun Yaz 2,2018,100.0,Comedy
14505,tt3640034,51,378,Greetings from the North,2015,86.0,Comedy
39981,tt3088882,51,376,Upstairs Inferno,2015,96.0,"Documentary,History"
43460,tt4544278,51,373,Tri bogatyrya: Khod konem,2015,74.0,"Adventure,Animation,Comedy"
51870,tt3215168,51,371,StalkHer,2015,90.0,"Comedy,Romance,Thriller"
47015,tt5138124,51,369,Natale col boss,2015,96.0,Comedy
36241,tt1648199,51,364,Fate,2016,95.0,"Drama,Sci-Fi,Thriller"
8447,tt5846644,51,363,A Better Tomorrow 2018,2018,114.0,"Action,Crime,Drama"
73731,tt8161554,51,360,De Film van Dylan Haegens,2018,81.0,"Adventure,Comedy,Family"
22592,tt5105666,51,355,Cup of Love,2016,90.0,"Comedy,Romance"
1934,tt7117812,51,354,Volta,2017,105.0,Comedy
66214,tt8490838,51,351,The Leakers,2018,103.0,"Action,Crime,Thriller"
62822,tt3040216,51,345,All Mistakes Buried,2015,84.0,"Drama,Thriller"
64083,tt4463636,51,344,Yom Maloosh Lazmah,2015,112.0,Comedy
70072,tt1821701,51,341,Wait Till Helen Comes,2016,87.0,"Family,Fantasy,Horror"
43819,tt5806646,51,338,The Archer,2017,86.0,"Drama,Thriller"
37226,tt3520714,51,331,The Lighthouse,2016,102.0,Thriller
44819,tt2516326,51,326,Erasing Eden,2016,90.0,Drama
61469,tt3096782,51,325,The Great Mystical Circus,2018,105.0,Drama
52092,tt6832138,51,324,Looking for Teddy,2018,82.0,Comedy
69821,tt5777802,51,315,Sadie's Last Days on Earth,2016,90.0,Comedy
22439,tt4498604,51,312,Cyber Case,2015,87.0,Thriller
24412,tt4499572,51,309,We've Forgotten More Than We Ever Knew,2016,88.0,"Drama,Sci-Fi"
37579,tt8720458,51,308,Eski köye yeni adet,2018,102.0,Comedy
54499,tt5347148,51,308,A Weekend with the Family,2016,82.0,Comedy
9090,tt3710966,51,305,Hello Again,2017,105.0,"Drama,Music,Musical"
67178,tt3416674,51,304,Shovel Buddies,2016,85.0,Drama
26920,tt5004420,51,301,Afterparty,2017,100.0,"Comedy,Drama"
47143,tt5533990,51,297,Marubhoomiyile Aana,2016,122.0,Comedy
1937,tt7139246,51,296,Leo Da Vinci: Mission Mona Lisa,2018,85.0,"Adventure,Animation,Family"
59852,tt4417906,51,296,Game Loading: Rise of the Indies,2015,92.0,"Biography,Documentary,History"
30886,tt3175798,51,293,Princess Cut,2015,97.0,Romance
2845,tt3076510,51,289,Henchmen,2018,89.0,"Animation,Comedy"
15725,tt6529772,51,287,Never Heard,2018,89.0,"Drama,Family"
22552,tt4949162,51,287,Tri,2016,110.0,"Comedy,Drama,Sport"
10425,tt6211418,51,283,7 Months Pregnant,2016,77.0,Drama
11907,tt4994564,51,283,Love of My Life,2017,106.0,"Comedy,Drama"
22590,tt5097504,51,282,Lazy Hazy Crazy,2015,100.0,Drama
56205,tt4182064,51,282,Late Summer,2016,72.0,"Drama,Mystery,Thriller"
52973,tt4177856,51,281,Elliot the Littlest Reindeer,2018,89.0,"Animation,Family"
71227,tt8091652,51,278,Irupathiyonnaam Noottaandu,2019,163.0,"Action,Adventure,Drama"
37592,tt8865580,51,275,High Society,2018,120.0,Drama
46642,tt3823672,51,273,A.R.C.H.I.E.,2016,88.0,"Family,Sci-Fi"
68765,tt6217748,51,272,Ferrari,2017,98.0,Drama
10154,tt5186582,51,271,Captain Masr,2015,91.0,"Comedy,Sport"
28604,tt5505548,51,270,Hesapta Ask,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Romance"
31803,tt6364638,51,269,Winter Wedding,2017,90.0,Romance
73599,tt7313518,51,263,Growing Up,2018,96.0,"Comedy,Drama,Romance"
69990,tt6409782,51,259,The Doll 2,2017,117.0,"Horror,Thriller"
26808,tt4626970,51,258,Spaghettiman,2016,87.0,"Action,Comedy,Crime"
57654,tt5265708,51,257,Killer Assistant,2016,89.0,"Crime,Drama,Thriller"
18116,tt5347472,51,252,Usted No Sabe Quien Soy Yo?,2016,95.0,"Comedy,Family"
33350,tt4296186,51,250,An Inspector Calls,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Comedy"
47007,tt5130442,51,250,22 Chaser,2018,86.0,"Crime,Drama"
31704,tt5996682,51,243,The Suffering,2017,116.0,"Crime,Drama,Mystery"
45162,tt3416386,51,241,Gondolj rám,2016,103.0,"Comedy,Drama"
70770,tt3100052,51,241,Gallows Road,2015,104.0,"Adventure,Drama"
12143,tt5856774,51,237,Shad Ajza'a,2015,99.0,"Action,Drama"
59008,tt7422552,51,230,Funny Story,2018,84.0,"Comedy,Drama"
30924,tt3276618,51,229,Little Miss Perfect,2016,82.0,Drama
59679,tt3846718,51,228,Freak Out,2015,84.0,"Comedy,Horror"
66984,tt2901006,51,226,Amar Akbar & Tony,2015,96.0,"Comedy,Drama,Romance"
1852,tt6692022,51,223,Meus 15 Anos,2017,103.0,"Comedy,Drama"
5702,tt7502256,51,221,Kaip susigrazinti ja per 7 dienas,2017,124.0,Romance
71191,tt7822440,51,221,Kaali,2018,131.0,"Action,Drama"
49125,tt5225428,51,212,Kissing Candice,2017,108.0,Drama
64318,tt5239564,51,210,Style,2016,155.0,"Action,Romance,Thriller"
56322,tt4668834,51,206,Air Bound,2015,92.0,"Action,Adventure,Animation"
62731,tt2815720,51,201,Straight Outta Tompkins,2015,92.0,Drama
65912,tt3576352,51,201,Followed,2015,83.0,Thriller
52161,tt7132578,51,193,The Footballest,2018,103.0,"Comedy,Sport"
6575,tt4654016,51,192,Bernard and Huey,2017,90.0,"Adventure,Comedy"
47387,tt6445408,51,192,Baby Phone,2017,91.0,Comedy
8217,tt4979110,51,189,Daas Dev,2018,140.0,"Drama,Thriller"
20698,tt3180548,51,186,The Belly of the Whale,2018,83.0,"Crime,Drama"
31285,tt4368086,51,186,The Devil Lives Here,2015,80.0,"Fantasy,Horror,Thriller"
69451,tt4435628,51,186,Valiyavan,2015,140.0,"Action,Drama"
22140,tt3559570,51,184,2Survive,2015,94.0,"Action,Adventure,Drama"
9413,tt4910232,51,183,Teen Star Academy,2016,90.0,"Comedy,Family"
65489,tt2409518,51,181,The Otherworld,2016,90.0,Fantasy
41307,tt2392383,51,176,Her Composition,2015,93.0,"Adventure,Drama,Fantasy"
48878,tt4445948,51,176,Urumeen,2015,140.0,"Action,Fantasy,Thriller"
68711,tt6023800,51,176,Gangster,2016,141.0,Romance
11119,tt2545692,51,175,Brush with Danger,2015,90.0,"Action,Drama,Thriller"
73694,tt7945822,51,173,Dangerous Matrimony,2018,82.0,"Crime,Drama,Mystery"
52398,tt9214310,51,172,Head Over Heels 3,2019,104.0,"Comedy,Romance"
66220,tt8532782,51,171,Aanakkallan,2018,155.0,"Comedy,Mystery"
48828,tt4280250,51,169,A Date to Die For,2015,86.0,Thriller
11346,tt3156000,51,162,Nick,2016,107.0,"Drama,Thriller"
18334,tt6211506,51,162,A Special Day,2017,93.0,Drama
452,tt7259100,51,160,Chyornaya voda,2017,113.0,"Drama,Horror"
50705,tt5046500,51,158,Mantra,2017,90.0,"Drama,Family"
62466,tt2236686,51,157,Copycat,2016,90.0,Comedy
665,tt8837044,51,152,O Candidato Honesto 2,2018,104.0,Comedy
60000,tt4882700,51,148,Besh Korechi Prem Korechi,2015,144.0,"Action,Romance"
69835,tt5817456,51,148,Close Calls,2017,128.0,"Horror,Thriller"
31336,tt4568466,51,147,It's Not My Fault and I Don't Care Anyway,2017,96.0,"Comedy,Drama"
1889,tt6922786,51,146,Her sey mümkün,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
60435,tt6574240,51,146,Sexology,2016,92.0,Documentary
73786,tt8822274,51,146,Kiddo the Hacker,2018,93.0,"Comedy,Family"
3812,tt8408216,51,145,Mangalyam Thanthunanena,2018,138.0,"Comedy,Family"
19173,tt3400630,51,145,La prima volta (di mia figlia),2015,80.0,Comedy
52891,tt3954294,51,145,A Gift Horse,2015,83.0,Family
61882,tt7585674,51,145,Sat Shri Akaal England,2017,128.0,"Comedy,Family"
43089,tt3400522,51,144,Der schwarze Nazi,2016,90.0,"Comedy,Drama"
50703,tt5039416,51,144,Finale,2018,100.0,"Horror,Mystery"
34524,tt5673422,51,138,Frazier Park Recut,2017,71.0,"Comedy,Horror,Thriller"
45630,tt9646548,51,137,Açela,2019,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Adventure,Animation,Comedy"
11664,tt4045732,51,136,Social Suicide,2015,92.0,"Drama,Romance,Thriller"
52845,tt3835904,51,136,Non c'è 2 senza te,2015,95.0,"Comedy,Romance"
23799,tt5201934,51,134,Secret Santa,2015,78.0,Horror
60053,tt5078100,51,134,The Apple of My Eye,2016,84.0,"Comedy,Romance"
14318,tt3124210,51,133,Jet Trash,2016,85.0,"Drama,Thriller"
48602,tt3624210,51,132,Eight,2016,81.0,Drama
26701,tt4264610,51,131,Shifting Gears,2018,102.0,"Action,Comedy,Family"
26348,tt3254570,51,128,The Worst Year of My Life,2015,81.0,"Comedy,Drama"
57421,tt4379480,51,126,Sickle,2015,89.0,Horror
26746,tt4425402,51,125,The Black Death,2015,84.0,Horror
9076,tt3685328,51,124,How to Beat a Bully,2015,84.0,Family
63859,tt3788510,51,123,Az éjszakám a nappalod,2015,97.0,"Comedy,Crime"
25831,tt2094195,51,120,Woven,2016,96.0,"Crime,Drama,Mystery"
31452,tt5065346,51,120,Framed,2017,80.0,Horror
68300,tt4589516,51,120,bwoy,2016,85.0,Drama
69518,tt4674500,51,120,The Wonderful Wedding,2015,101.0,"Comedy,Romance"
7364,tt8749922,51,119,Grand-Daddy Day Care,2019,96.0,"Comedy,Family"
68332,tt4690052,51,119,Through the Shadow,2015,106.0,"Horror,Thriller"
64499,tt5958298,51,118,Tamilselvanum Thaniyar Anjalum,2016,113.0,"Action,Romance,Thriller"
11980,tt5201142,51,117,Volt,2016,80.0,"Action,Drama,Thriller"
69670,tt5218736,51,116,Leviano,2017,102.0,"Crime,Drama,Mystery"
27131,tt5830066,51,114,Rana Pagla: The Mental,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Drama,Romance"
43468,tt4578084,51,112,Reversion,2015,84.0,"Sci-Fi,Thriller"
53008,tt4294970,51,111,I Believe,2017,89.0,Family
37396,tt7253188,51,110,Kala Viplavam Pranayam,2018,121.0,"Action,Drama,Thriller"
4332,tt6975046,51,109,Ami Je Ke Tomar,2017,136.0,Romance
23293,tt9248740,51,109,Glorious,2018,107.0,"Drama,Romance"
4540,tt8525070,51,108,Savage,2018,83.0,"Drama,Thriller"
52370,tt8947488,51,108,The Blackwell Ghost 2,2018,68.0,Horror
18371,tt6402728,51,107,Naa Panta Kano,2017,128.0,Thriller
69556,tt4800448,51,107,Mondo Yakuza,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Comedy,Horror"
11933,tt5076150,51,106,Doubting Thomas,2018,86.0,Drama
52088,tt6804986,51,105,Honey Bee 2.5,2017,107.0,"Comedy,Drama"
14846,tt4678298,51,104,Singing with Angels,2016,94.0,Drama
23842,tt5345806,51,104,"El que busca, encuentra",2017,93.0,"Comedy,Romance"
24302,tt4078162,51,104,Monochrome,2016,113.0,"Drama,Thriller"
52290,tt7961558,51,103,Tuzdan Kaide,2018,71.0,Drama
22230,tt3779414,51,102,Parker's Anchor,2017,110.0,"Comedy,Drama,Romance"
31778,tt6256984,51,100,"My Name is Batlir, not Butler",2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Drama,Fantasy"
47151,tt5577494,51,100,Clemency,2019,113.0,Drama
73682,tt7830428,51,100,Trico Tri Happy Halloween,2018,89.0,Family
64245,tt5034444,51,99,Lucky's Treasure,2017,90.0,"Adventure,Family"
13140,tt3503454,51,98,Christmas All Over Again,2016,78.0,"Comedy,Family"
69274,tt3847368,51,98,Life Is Life,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
30137,tt9221510,51,97,You Can't Kiss the Bride,2019,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
6722,tt5120010,51,96,Perfect Health,2017,109.0,"Drama,Thriller"
35675,tt6522846,51,96,Grillo vs Grillo,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
